CIK,FILINGMANAGER_NAME,PERIODOFREPORT,FILING_DATE,SUBMISSIONTYPE,ISAMENDMENT,TABLEVALUETOTAL,TABLEENTRYTOTAL,ISCONFIDENTIALOMITTED,NAMEOFISSUER,CUSIP,TITLEOFCLASS,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,INVESTMENTDISCRETION,weight
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CINCINNATI FINL CORP COM,172062101,COM,6691000,141785,SH,SOLE,0.000387626
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CISCO SYS INC COM,17275R102,COM,75860000,3627953,SH,SOLE,0.004394753
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CITIGROUP INC COM NEW,172967424,COM,88535000,2001236,SH,SOLE,0.005129046
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CLIFFS NAT RES INC COM,18683K101,COM,1858000,97717,SH,SOLE,0.000107638
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CME GROUP INC COM,12572Q105,COM,13925000,226833,SH,SOLE,0.000806709
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,COCA COLA CO COM,191216100,COM,109841000,2716147,SH,SOLE,0.006363354
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,COCA COLA ENTERPRISES INC NE COM,19122T109,COM,42388000,1148095,SH,SOLE,0.002455639
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,COLGATE PALMOLIVE CO COM,194162103,COM,48952000,414744,SH,SOLE,0.002835907
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,COMERICA INC COM,200340107,COM,4676000,130061,SH,SOLE,0.000270892
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,COMMERCE BANCSHARES INC COM,200525103,COM,5832000,142830,SH,SOLE,0.000337862
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CONAGRA FOODS INC COM,205887102,COM,54497000,1521842,SH,SOLE,0.003157143
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CONOCOPHILLIPS COM,20825C104,COM,49879000,829932,SH,SOLE,0.002889611
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CONSOLIDATED EDISON INC COM,209115104,COM,12116000,198529,SH,SOLE,0.000701909
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CORNING INC COM,219350105,COM,13563000,1017475,SH,SOLE,0.000785737
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,COSTCO WHSL CORP NEW COM,22160K105,COM,42725000,402652,SH,SOLE,0.002475162
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CSX CORP COM,126408103,COM,17489000,710078,SH,SOLE,0.00101318
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,CVS CAREMARK CORPORATION COM,126650100,COM,78760000,1432262,SH,SOLE,0.004562757
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DAVITA HEALTHCARE PARTNERS I COM,23918K108,COM,51146000,431281,SH,SOLE,0.002963011
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DCT INDUSTRIAL TRUST INC COM,233153105,COM,27074000,3658668,SH,SOLE,0.001568462
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DDR CORP COM,23317H102,COM,170947000,9813289,SH,SOLE,0.009903372
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DEERE & CO COM,244199105,COM,39951000,464649,SH,SOLE,0.002314458
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DELL INC COM,24702R101,COM,16985000,1185290,SH,SOLE,0.000983982
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DIAMOND OFFSHORE DRILLING IN COM,25271C102,COM,3289000,47276,SH,SOLE,0.00019054
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DIGITAL RLTY TR INC COM,253868103,COM,48257000,721223,SH,SOLE,0.002795644
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DISCOVER FINL SVCS COM,254709108,COM,15466000,344915,SH,SOLE,0.000895983
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DISCOVERY COMMUNICATNS NEW COM SER A,25470F104,COM,48221000,621275,SH,SOLE,0.002793559
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DOMINION RES INC VA NEW COM,25746U109,COM,28779000,494659,SH,SOLE,0.001667237
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DOVER CORP COM,260003108,COM,40794000,559745,SH,SOLE,0.002363295
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DR PEPPER SNAPPLE GROUP INC COM,2.61E+113,COM,8491000,180845,SH,SOLE,0.000491904
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DTE ENERGY CO COM,233331107,COM,18256000,267128,SH,SOLE,0.001057614
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DU PONT E I DE NEMOURS & CO COM,263534109,COM,31198000,634616,SH,SOLE,0.001807375
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DUKE ENERGY CORP NEW COM NEW,26441C204,COM,34614000,476842,SH,SOLE,0.002005273
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,DUKE REALTY CORP COM NEW,264411505,COM,41769000,2459898,SH,SOLE,0.002419779
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EBAY INC COM,278642103,COM,222703000,4107388,SH,SOLE,0.012901722
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EMERSON ELEC CO COM,291011104,COM,40692000,728334,SH,SOLE,0.002357386
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ENERGIZER HLDGS INC COM,29266R108,COM,48858000,489907,SH,SOLE,0.002830462
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ENTERGY CORP NEW COM,29364G103,COM,17289000,273391,SH,SOLE,0.001001593
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EOG RES INC COM,26875P101,COM,29923000,233646,SH,SOLE,0.001733512
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EQUIFAX INC COM,294429105,COM,42103000,731087,SH,SOLE,0.002439128
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ESSEX PPTY TR INC COM,297178105,COM,29957000,198946,SH,SOLE,0.001735481
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EXELON CORP COM,30161N101,COM,19938000,578245,SH,SOLE,0.001155056
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EXTRA SPACE STORAGE INC COM,30225T102,COM,59261000,1509054,SH,SOLE,0.003433133
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,EXXON MOBIL CORP COM,30231G102,COM,316292000,3510062,SH,SOLE,0.018323559
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,F5 NETWORKS INC COM,315616102,COM,38874000,436391,SH,SOLE,0.002252065
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FAMILY DLR STORES INC COM,307000109,COM,5922000,100285,SH,SOLE,0.000343076
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FIDELITY NATL INFORMATION SV COM,31620M106,COM,61095000,1542024,SH,SOLE,0.003539381
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FIFTH THIRD BANCORP COM,316773100,COM,10002000,613259,SH,SOLE,0.00057944
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FIRSTENERGY CORP COM,337932107,COM,12058000,285732,SH,SOLE,0.000698549
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FISERV INC COM,337738108,COM,44011000,501089,SH,SOLE,0.002549663
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FOOT LOCKER INC COM,344849104,COM,3538000,103340,SH,SOLE,0.000204965
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FORD MTR CO DEL COM PAR $0.01,345370860,COM,33493000,2546971,SH,SOLE,0.00194033
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FRANKLIN RES INC COM,354613101,COM,60166000,398954,SH,SOLE,0.003485562
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FREEPORT-MCMORAN COPPER & GO COM,35671D857,COM,21281000,642933,SH,SOLE,0.00123286
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,FRONTIER COMMUNICATIONS CORP COM,35906A108,COM,6115000,1536463,SH,SOLE,0.000354257
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GALLAGHER ARTHUR J & CO COM,363576109,COM,22935000,555200,SH,SOLE,0.00132868
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GANNETT INC COM,364730101,COM,3458000,158128,SH,SOLE,0.00020033
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GENERAL ELECTRIC CO COM,369604103,COM,166790000,7214111,SH,SOLE,0.009662547
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GENERAL GROWTH PPTYS INC NEW COM,370023103,COM,314558000,15822837,SH,SOLE,0.018223104
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GENERAL MLS INC COM,370334104,COM,27739000,562536,SH,SOLE,0.001606987
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GENERAL MTRS CO COM,37045V100,COM,16512000,593517,SH,SOLE,0.00095658
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GENUINE PARTS CO COM,372460105,COM,55414000,710442,SH,SOLE,0.003210267
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,GOLDMAN SACHS GROUP INC COM,38141G104,COM,30017000,203986,SH,SOLE,0.001738957
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HALLIBURTON CO COM,406216101,COM,40617000,1005118,SH,SOLE,0.002353041
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HARRIS CORP DEL COM,413875105,COM,43272000,933789,SH,SOLE,0.002506851
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HARTFORD FINL SVCS GROUP INC COM,416515104,COM,7683000,297805,SH,SOLE,0.000445095
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HASBRO INC COM,418056107,COM,48611000,1106313,SH,SOLE,0.002816153
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HCP INC COM,40414L109,COM,236625000,4745795,SH,SOLE,0.013708257
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HEALTH CARE REIT INC COM,42217K106,COM,45200000,665586,SH,SOLE,0.002618545
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HEINZ H J CO COM,423074103,COM,20144000,278737,SH,SOLE,0.001166991
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HERSHEY CO COM,427866108,COM,12366000,141278,SH,SOLE,0.000716392
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HESS CORP COM,42809H107,COM,16715000,233424,SH,SOLE,0.00096834
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HOLLYFRONTIER CORP COM,436106108,COM,7156000,139086,SH,SOLE,0.000414564
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HORMEL FOODS CORP COM,440452100,COM,47068000,1139107,SH,SOLE,0.002726763
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HOST HOTELS & RESORTS INC COM,44107P104,COM,277134000,15845265,SH,SOLE,0.016055041
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HUMANA INC COM,444859102,COM,7472000,108112,SH,SOLE,0.000432871
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,HUNTINGTON BANCSHARES INC COM,446150104,COM,9903000,1340087,SH,SOLE,0.000573705
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,IAC INTERACTIVECORP COM PAR $.001,44919P508,COM,93000,2072,SH,SOLE,5.39E-06
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ILLINOIS TOOL WKS INC COM,452308109,COM,40401000,662967,SH,SOLE,0.002340527
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,IMATION CORP COM,45245A107,COM,0,1,SH,SOLE,0
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,INTEL CORP COM,458140100,COM,74594000,3413902,SH,SOLE,0.00432141
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,INTERMEC INC COM,458786100,COM,0,4,SH,SOLE,0
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,INTERNATIONAL BUSINESS MACHS COM,459200101,COM,206249000,966943,SH,SOLE,0.011948502
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,INTERNATIONAL FLAVORS&FRAGRA COM,459506101,COM,37853000,493716,SH,SOLE,0.002192916
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,INTL PAPER CO COM,460146103,COM,13896000,298325,SH,SOLE,0.000805029
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,INTUIT COM,461202103,COM,41221000,627891,SH,SOLE,0.002388032
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,JABIL CIRCUIT INC COM,466313103,COM,2595000,140409,SH,SOLE,0.000150335
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,JOHNSON & JOHNSON COM,478160104,COM,194488000,2385472,SH,SOLE,0.011267159
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,JPMORGAN CHASE & CO COM,46625H100,COM,123228000,2596468,SH,SOLE,0.007138895
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KELLOGG CO COM,487836108,COM,58515000,908199,SH,SOLE,0.003389915
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KEYCORP NEW COM,493267108,COM,6354000,637995,SH,SOLE,0.000368103
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KILROY RLTY CORP COM,49427F108,COM,77945000,1487505,SH,SOLE,0.004515542
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KIMBERLY CLARK CORP COM,494368103,COM,33452000,341412,SH,SOLE,0.001937955
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KIMCO RLTY CORP COM,49446R109,COM,169996000,7589111,SH,SOLE,0.009848278
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KLA-TENCOR CORP COM,482480100,COM,6048000,114680,SH,SOLE,0.000350375
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KOHLS CORP COM,500255104,COM,7393000,160255,SH,SOLE,0.000428294
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,KROGER CO COM,501044101,COM,15194000,458476,SH,SOLE,0.000880225
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LABORATORY CORP AMER HLDGS COM NEW,50540R409,COM,7416000,82217,SH,SOLE,0.000429627
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PETSMART INC COM,716768106,COM,5849000,94186,SH,SOLE,0.000338847
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PFIZER INC COM,717081103,COM,231557000,8023446,SH,SOLE,0.013414656
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PG&E CORP COM,69331C108,COM,13083000,293812,SH,SOLE,0.00075793
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PINNACLE WEST CAP CORP COM,723484101,COM,9844000,170045,SH,SOLE,0.000570287
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PITNEY BOWES INC COM,724479100,COM,46574000,3134164,SH,SOLE,0.002698144
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PNC FINL SVCS GROUP INC COM,693475105,COM,23905000,359469,SH,SOLE,0.001384874
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PPL CORP COM,69351T106,COM,12347000,394341,SH,SOLE,0.000715292
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PRECISION CASTPARTS CORP COM,740189105,COM,41676000,219786,SH,SOLE,0.002414391
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PRICE T ROWE GROUP INC COM,74144T108,COM,42621000,569262,SH,SOLE,0.002469137
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PRINCIPAL FINL GROUP INC COM,74251V102,COM,6863000,201671,SH,SOLE,0.00039759
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PROCTER & GAMBLE CO COM,742718109,COM,159792000,2073604,SH,SOLE,0.009257136
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PROGRESSIVE CORP OHIO COM,743315103,COM,13279000,525502,SH,SOLE,0.000769285
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PROLOGIS INC COM,74340W103,COM,492225000,12311783,SH,SOLE,0.028515782
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PRUDENTIAL FINL INC COM,744320102,COM,18703000,317060,SH,SOLE,0.00108351
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PUBLIC STORAGE COM,74460D109,COM,187938000,1233835,SH,SOLE,0.010887702
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PUBLIC SVC ENTERPRISE GROUP COM,744573106,COM,11934000,347514,SH,SOLE,0.000691365
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,QUALCOMM INC COM,747525103,COM,279710000,4177899,SH,SOLE,0.016204275
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,QUEST DIAGNOSTICS INC COM,74834L100,COM,13931000,246780,SH,SOLE,0.000807056
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,REPUBLIC SVCS INC COM,760759100,COM,18712000,567036,SH,SOLE,0.001084031
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LEGG MASON INC COM,524901105,COM,2893000,89991,SH,SOLE,0.000167598
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LIBERTY INTERACTIVE CORP INT COM SER A,53071M104,COM,41936000,1961472,SH,SOLE,0.002429454
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LIFE TECHNOLOGIES CORP COM,53217V109,COM,44330000,685906,SH,SOLE,0.002568144
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LILLY ELI & CO COM,532457108,COM,101296000,1783686,SH,SOLE,0.005868322
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LINCOLN NATL CORP IND COM,534187109,COM,6128000,187921,SH,SOLE,0.00035501
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,LORILLARD INC COM,544147101,COM,43137000,1069068,SH,SOLE,0.002499031
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,M & T BK CORP COM,55261F104,COM,20498000,198704,SH,SOLE,0.001187499
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MACYS INC COM,55616P104,COM,11559000,276258,SH,SOLE,0.000669641
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MARATHON OIL CORP COM,565849106,COM,16215000,480882,SH,SOLE,0.000939374
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MARATHON PETE CORP COM,56585A102,COM,20862000,232834,SH,SOLE,0.001208586
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MATTEL INC COM,577081102,COM,57213000,1306539,SH,SOLE,0.003314487
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MCCORMICK & CO INC COM NON VTG,579780206,COM,7654000,104060,SH,SOLE,0.000443415
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MCDONALDS CORP COM,580135101,COM,86978000,872483,SH,SOLE,0.005038845
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MCKESSON CORP COM,58155Q103,COM,80479000,745454,SH,SOLE,0.004662343
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MEDTRONIC INC COM,585055106,COM,81661000,1738939,SH,SOLE,0.004730819
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MERCK & CO INC NEW COM,58933Y105,COM,193259000,4369420,SH,SOLE,0.01119596
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MERCURY GENL CORP NEW COM,589400100,COM,712000,18759,SH,SOLE,4.12E-05
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,METLIFE INC COM,59156R108,COM,21259000,559155,SH,SOLE,0.001231585
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,METTLER TOLEDO INTERNATIONAL COM,592688105,COM,195949000,919000,SH,SOLE,0.011351798
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MICROSOFT CORP COM,594918104,COM,164266000,5741553,SH,SOLE,0.009516326
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MOLEX INC COM,608554101,COM,1321000,54765,SH,SOLE,7.65E-05
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,MORGAN STANLEY COM NEW,617446448,COM,22279000,1013600,SH,SOLE,0.001290676
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,NEW YORK CMNTY BANCORP INC COM,649445103,COM,4270000,297545,SH,SOLE,0.000247371
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,NEWELL RUBBERMAID INC COM,651229106,COM,45745000,1752701,SH,SOLE,0.002650118
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,NEWMONT MINING CORP COM,651639106,COM,31873000,760874,SH,SOLE,0.00184648
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,NEXTERA ENERGY INC COM,65339F101,COM,28416000,365810,SH,SOLE,0.001646207
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,NORFOLK SOUTHERN CORP COM,655844108,COM,20566000,266808,SH,SOLE,0.001191438
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,O REILLY AUTOMOTIVE INC NEW COM,67103H107,COM,51025000,497564,SH,SOLE,0.002956001
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,OCCIDENTAL PETE CORP DEL COM,674599105,COM,43371000,553414,SH,SOLE,0.002512587
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,OMNICARE INC COM,681904108,COM,47567000,1168143,SH,SOLE,0.002755671
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,OMNICOM GROUP INC COM,681919106,COM,10690000,181494,SH,SOLE,0.000619297
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ORACLE CORP COM,68389X105,COM,38138000,1179268,SH,SOLE,0.002209426
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PARKER HANNIFIN CORP COM,701094104,COM,48949000,534492,SH,SOLE,0.002835734
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PATTERSON COMPANIES INC COM,703395103,COM,3663000,96303,SH,SOLE,0.000212206
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PEOPLES UNITED FINANCIAL INC COM,712704105,COM,7249000,539380,SH,SOLE,0.000419952
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PEPCO HOLDINGS INC COM,713291102,COM,7561000,353338,SH,SOLE,0.000438027
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PEPSICO INC COM,713448108,COM,75679000,956634,SH,SOLE,0.004384267
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,PERRIGO CO COM,714290103,COM,9652000,81296,SH,SOLE,0.000559164
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,REYNOLDS AMERICAN INC COM,761713106,COM,41902000,941837,SH,SOLE,0.002427484
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ROCKWELL AUTOMATION INC COM,773903109,COM,39497000,457404,SH,SOLE,0.002288157
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ROPER INDS INC NEW COM,776696106,COM,41612000,326859,SH,SOLE,0.002410684
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,ROYAL CARIBBEAN CRUISES LTD COM,V7780T103,COM,3679000,110735,SH,SOLE,0.000213133
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,SAFEWAY INC COM NEW,786514208,COM,4329000,164271,SH,SOLE,0.000250789
1472190,PGGM Investments,31/3/2013,17/6/2013,13F-HR,,17261494000,324,N,SAIC INC COM,78390X101,COM,40272000,2972121,SH,SOLE,0.002333054
